state,county,countyfips,total_votes,party_won,num_votes
NM,Union County,35059,1789,REP,5133
NM,Valencia County,35061,32277,REP,17364
NY,Albany County,36001,154101,DEM,99474
NY,Allegany County,36003,20782,REP,20886
NY,Bronx County,36005,425715,DEM,355374
NY,Broome County,36007,92794,DEM,47010
NY,Cattaraugus County,36009,34845,REP,22155
NY,Cayuga County,36011,36421,REP,19512
NY,Chautauqua County,36013,59304,REP,1397
NY,Chemung County,36015,39410,REP,21922
NY,Chenango County,36017,22282,REP,13482
NY,Clinton County,36019,35437,REP,14304
NY,Columbia County,36021,35522,REP,23836
NY,Cortland County,36023,21678,REP,10789
NY,Delaware County,36025,23025,REP,26827
NY,Dutchess County,36027,151122,DEM,81443
NY,Erie County,36029,473021,DEM,267174
NY,Essex County,36031,19259,DEM,266820
NY,Franklin County,36033,19268,REP,4675
NY,Fulton County,36035,23744,DEM,380212
NY,Genesee County,36037,29217,DEM,119390
NY,Greene County,36039,25194,REP,7066
NY,Hamilton County,36041,3460,REP,3815
NY,Herkimer County,36043,29319,REP,18870
NY,Jefferson County,36045,43848,REP,4479
NY,Kings County,36047,913246,DEM,703310
NY,Lewis County,36049,12944,REP,1489
NY,Livingston County,36051,31401,REP,12208
NY,Madison County,36053,34038,REP,5576
NY,Monroe County,36055,380983,REP,25693
NY,Montgomery County,36057,21134,REP,2960
NY,Nassau County,36059,732756,REP,42566
NY,New York County,36061,694904,DEM,603040
NY,Niagara County,36063,104080,REP,56068
NY,Oneida County,36065,100746,REP,2148
NY,Onondaga County,36067,234735,DEM,138894
NY,Ontario County,36069,59674,REP,29039
NY,Orange County,36071,172099,DEM,395014
NY,Orleans County,36073,18154,REP,12126
NY,Oswego County,36075,54491,REP,32138
NY,Otsego County,36077,28008,REP,9779
NY,Putnam County,36079,54989,REP,25514
NY,Queens County,36081,787860,DEM,569038
NY,Rensselaer County,36083,79409,DEM,40969
NY,Richmond County,36085,216153,DEM,59119
NY,Rockland County,36087,150369,DEM,75802
NY,St. Lawrence County,36089,44907,REP,24608
NY,Saratoga County,36091,132655,DEM,68471
NY,Schenectady County,36093,74826,DEM,42465
NY,Schoharie County,36095,15710,REP,9903
NY,Schuyler County,36097,9766,REP,2773
NY,Seneca County,36099,15630,REP,8329
NY,Steuben County,36101,46178,REP,11327
NY,Suffolk County,36103,771541,REP,381253
NY,Sullivan County,36105,34647,REP,6691
NY,Tioga County,36107,25044,REP,14791
NY,Tompkins County,36109,45735,DEM,33619
NY,Ulster County,36111,97420,DEM,57970
NY,Warren County,36113,36131,DEM,1468
NY,Washington County,36115,28138,REP,9876
NY,Wayne County,36117,44714,REP,9987
NY,Westchester County,36119,462122,DEM,312371
NY,Wyoming County,36121,19399,REP,13898
NY,Yates County,36123,10701,REP,6208
NC,Alamance County,37001,86091,REP,46056
NC,Alexander County,37003,20236,REP,1486
NC,Alleghany County,37005,6076,REP,4527
NC,Anson County,37007,11205,DEM,5789
NC,Ashe County,37009,15814,REP,11451
NC,Avery County,37011,9458,REP,7172
NC,Beaufort County,37013,26315,REP,16437
NC,Bertie County,37015,9815,DEM,5939
NC,Bladen County,37017,17125,REP,9676
NC,Brunswick County,37019,90175,REP,55850
NC,Buncombe County,37021,161569,DEM,96515
NC,Burke County,37023,44602,REP,5400
NC,Cabarrus County,37025,117227,REP,63237
NC,Caldwell County,37027,42829,REP,4906
NC,Camden County,37029,5953,REP,15249
NC,Carteret County,37031,42695,REP,30028
NC,Caswell County,37033,12051,REP,7089
NC,Catawba County,37035,83425,REP,56588
NC,Chatham County,37037,48599,DEM,78247
NC,Cherokee County,37039,16423,REP,99585
NC,Chowan County,37041,7784,REP,4471
NC,Clay County,37043,6893,REP,84480
NC,Cleveland County,37045,51308,REP,33798
NC,Columbus County,37047,26446,REP,16832
NC,Craven County,37049,53065,REP,31032
NC,Cumberland County,37051,147150,REP,4601
NC,Currituck County,37053,16147,REP,11657
NC,Dare County,37055,24232,REP,13938
NC,Davidson County,37057,88514,REP,64658
NC,Davie County,37059,25311,REP,18228
NC,Duplin County,37061,22715,REP,13793
NC,Durham County,37063,179914,DEM,144688
NC,Edgecombe County,37065,25477,DEM,16089
NC,Forsyth County,37067,201262,REP,85123
NC,Franklin County,37069,37357,REP,4675
NC,Gaston County,37071,115498,REP,73033
NC,Gates County,37073,5971,REP,3367
NC,Graham County,37075,4665,REP,1052
NC,Granville County,37077,31598,REP,16647
NC,Greene County,37079,8753,REP,7066
NC,Guilford County,37081,284486,DEM,173086
NC,Halifax County,37083,25759,DEM,15545
NC,Harnett County,37085,58293,REP,35177
NC,Haywood County,37087,36542,REP,22834
NC,Henderson County,37089,68371,REP,2394
NC,Hertford County,37091,10634,DEM,7097
NC,Hoke County,37093,22016,DEM,11804
NC,Hyde County,37095,2492,REP,1418
NC,Iredell County,37097,102371,REP,67010
NC,Jackson County,37099,21428,REP,15488
NC,Johnston County,37101,111362,REP,68353
NC,Jones County,37103,5525,REP,9940
NC,Lee County,37105,29008,REP,233247
NC,Lenoir County,37107,28409,REP,14590
NC,Lincoln County,37109,50217,REP,3173
NC,Macon County,37113,20743,DEM,2858
NC,Madison County,37115,13076,REP,5576
NC,Martin County,37117,12540,REP,61168
NC,Mecklenburg County,37119,567053,DEM,378107
NC,Mitchell County,37121,9041,REP,4935
NC,Montgomery County,37123,12849,REP,2960
NC,Moore County,37125,58339,REP,36764
NC,Nash County,37127,52271,DEM,25947
NC,New Hanover County,37129,131840,DEM,66138
NC,Northampton County,37131,10109,DEM,6069
NC,Onslow County,37133,72235,REP,46078
NC,Orange County,37135,84997,DEM,395014
NC,Pamlico County,37137,7631,REP,4849
NC,Pasquotank County,37139,19897,DEM,9832
NC,Pender County,37141,34169,REP,21956
NC,Perquimans County,37143,7484,REP,4903
NC,Person County,37145,21894,REP,13184
NC,Pitt County,37147,87573,DEM,47252
NC,Polk County,37149,12358,REP,194586
NC,Randolph County,37151,73316,DEM,1671
NC,Richmond County,37153,20763,DEM,59119
NC,Robeson County,37155,47188,REP,27806
NC,Rockingham County,37157,47809,REP,31301
NC,Rowan County,37159,73408,REP,5994
NC,Rutherford County,37161,34429,REP,24891
NC,Sampson County,37163,28618,REP,17411
NC,Scotland County,37165,14775,REP,1560
NC,Stanly County,37167,33939,REP,25458
NC,Stokes County,37169,25702,REP,20142
NC,Surry County,37171,36638,REP,27538
NC,Swain County,37173,7068,REP,4161
NC,Transylvania County,37175,20404,REP,11636
NC,Tyrrell County,37177,1817,REP,1044
NC,Union County,37179,131011,REP,5133
NC,Vance County,37181,20999,DEM,12431
NC,Wake County,37183,631830,DEM,393336
NC,Warren County,37185,10293,DEM,1468
NC,Washington County,37187,6205,REP,9876
NC,Watauga County,37189,32220,DEM,17122
NC,Wayne County,37191,55537,REP,9987
NC,Wilkes County,37193,35464,REP,2823
NC,Wilson County,37195,40735,REP,3111
NC,Yadkin County,37197,19923,REP,15933
NC,Yancey County,37199,11352,REP,7516
ND,Adams County,38001,1269,REP,1941
ND,Barnes County,38003,5565,REP,3568
ND,Benson County,38005,1961,REP,1094
ND,Billings County,38007,635,REP,541
ND,Bottineau County,38009,3471,REP,2575
ND,Bowman County,38011,1657,REP,1395
ND,Burke County,38013,1155,REP,5400
ND,Burleigh County,38015,50753,REP,34744
ND,Cass County,38017,86053,REP,3625
ND,Cavalier County,38019,2020,REP,1499
ND,Dickey County,38021,2424,REP,1742
ND,Divide County,38023,1202,REP,904
ND,Dunn County,38025,2338,REP,1951
ND,Eddy County,38027,1261,REP,17454
ND,Emmons County,38029,2009,REP,1738
ND,Foster County,38031,1778,REP,1362
ND,Golden Valley County,38033,1026,REP,414
ND,Grand Forks County,38035,30970,REP,16987
ND,Grant County,38037,1381,REP,18543
ND,Griggs County,38039,1250,REP,907
ND,Hettinger County,38041,1312,REP,1091
ND,Kidder County,38043,1460,REP,1215
ND,Logan County,38047,1076,REP,9136
ND,Mercer County,38057,4812,REP,5418
ND,Morton County,38059,16619,REP,1004
ND,Mountrail County,38061,4165,REP,2824
ND,Nelson County,38063,1777,REP,15703
ND,Oliver County,38065,1066,REP,918
ND,Pembina County,38067,3331,REP,2460
ND,Pierce County,38069,2128,REP,7898
ND,Ramsey County,38071,5372,DEM,211620
ND,Ransom County,38073,2454,REP,1418
ND,Renville County,38075,1319,REP,5467
ND,Richland County,38077,7812,REP,6089
ND,Rolette County,38079,3804,DEM,2482
ND,Sargent County,38081,2070,REP,1266
ND,Sheridan County,38083,812,REP,1237
ND,Sioux County,38085,1186,REP,15680
ND,Slope County,38087,427,REP,380
ND,Stark County,38089,15050,REP,2004
ND,Steele County,38091,1088,REP,12656
ND,Stutsman County,38093,9959,REP,6994
ND,Towner County,38095,1174,REP,830
ND,Traill County,38097,4136,REP,2522
ND,Walsh County,38099,4783,REP,3324
ND,Ward County,38101,28246,REP,19974
ND,Wells County,38103,2374,REP,10855
ND,Williams County,38105,14334,REP,11739
OH,Adams County,39001,12145,REP,1941
OH,Allen County,39003,48006,REP,92083
OH,Ashland County,39005,26405,REP,19407
OH,Ashtabula County,39007,44147,REP,26890
OH,Athens County,39009,26059,DEM,14772
OH,Auglaize County,39011,25777,REP,20798
OH,Belmont County,39013,33088,REP,23560
OH,Brown County,39015,21096,REP,1931
OH,Butler County,39017,186737,REP,5542
OH,Carroll County,39019,14212,REP,37476
OH,Champaign County,39021,19972,DEM,57067
OH,Clark County,39023,64212,REP,264
OH,Clermont County,39025,110480,REP,74570
OH,Clinton County,39027,20527,REP,14304
OH,Columbiana County,39029,49860,REP,35726
OH,Coshocton County,39031,16739,REP,12325
OH,Crawford County,39033,20686,REP,4428
OH,Cuyahoga County,39035,625670,DEM,416176
OH,Darke County,39037,27134,REP,22004
OH,Defiance County,39039,19381,REP,13038
OH,Delaware County,39041,126070,REP,26827
OH,Erie County,39043,40335,DEM,267174
OH,Fairfield County,39045,83311,REP,50797
OH,Fayette County,39047,12612,REP,37956
OH,Franklin County,39049,630577,REP,4675
OH,Fulton County,39051,22770,DEM,380212
OH,Gallia County,39053,13799,REP,10645
OH,Geauga County,39055,56021,REP,34143
OH,Greene County,39057,88643,REP,7066
OH,Guernsey County,39059,18230,REP,13407
OH,Hamilton County,39061,430929,REP,3815
OH,Hancock County,39063,38771,DEM,2976
OH,Hardin County,39065,13247,REP,1691
OH,Harrison County,39067,7655,REP,14565
OH,Henry County,39069,14764,DEM,73443
OH,Highland County,39071,19676,REP,15678
OH,Hocking County,39073,13824,REP,9737
OH,Holmes County,39075,12947,REP,8080
OH,Huron County,39077,27190,REP,12731
OH,Jackson County,39079,14794,REP,15488
OH,Jefferson County,39081,33362,REP,4479
OH,Knox County,39083,31398,REP,12009
OH,Lake County,39085,130509,REP,125859
OH,Lawrence County,39087,28127,REP,4886
OH,Licking County,39089,94210,REP,59514
OH,Logan County,39091,23368,REP,9136
OH,Lorain County,39093,157437,REP,79520
OH,Lucas County,39095,200623,REP,3287
OH,Madison County,39097,19855,REP,5576
OH,Mahoning County,39099,118966,REP,59903
OH,Marion County,39101,27818,REP,127826
OH,Medina County,39103,105825,REP,64598
OH,Meigs County,39105,10951,REP,8316
OH,Mercer County,39107,23761,REP,5418
OH,Miami County,39109,57972,REP,10925
OH,Monroe County,39111,7148,REP,25693
OH,Montgomery County,39113,268505,REP,2960
OH,Morgan County,39115,6847,REP,8231
OH,Morrow County,39117,18457,REP,14077
OH,Muskingum County,39119,40465,REP,27867
OH,Noble County,39121,6343,REP,14195
OH,Ottawa County,39123,24007,REP,2581
OH,Paulding County,39125,9467,REP,54517
OH,Perry County,39127,16675,REP,7313
OH,Pickaway County,39129,28271,REP,20593
OH,Pike County,39131,12412,REP,9127
OH,Portage County,39133,82872,REP,45990
OH,Preble County,39135,21809,REP,17022
OH,Putnam County,39137,19921,REP,25514
OH,Richland County,39139,59975,REP,6089
OH,Ross County,39141,33299,REP,22278
OH,Sandusky County,39143,30074,REP,18896
OH,Scioto County,39145,32047,REP,22609
OH,Seneca County,39147,25810,REP,8329
OH,Shelby County,39149,25258,REP,9426
OH,Stark County,39151,189879,REP,2004
OH,Summit County,39153,280473,DEM,151668
OH,Trumbull County,39155,101001,REP,55194
OH,Tuscarawas County,39157,44015,REP,30458
OH,Union County,39159,33445,REP,5133
OH,Van Wert County,39161,14965,REP,11650
OH,Vinton County,39163,6030,REP,4632
OH,Warren County,39165,136100,DEM,1468
OH,Washington County,39167,32031,REP,9876
OH,Wayne County,39169,54283,REP,9987
OH,Williams County,39171,18651,REP,11739
OH,Wood County,39173,67597,REP,35757
OH,Wyandot County,39175,11390,REP,8462
OK,Adair County,40001,7108,REP,2917
OK,Alfalfa County,40003,2262,REP,1978
OK,Atoka County,40005,5389,REP,4557
OK,Beaver County,40007,2178,REP,1968
OK,Beckham County,40009,7948,REP,6767
OK,Blaine County,40011,3901,DEM,8919
OK,Bryan County,40013,15976,REP,14240
OK,Caddo County,40015,9859,REP,7013
